name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-9507,NO,1,0,0,0,0,0,0
GENE-9508,NO,1,0,0,0,0,0,0
GENE-9509,NO,1,0,0,0,0,0,0
GENE-9510,NO,1,298,211,210,253,215,211
GENE-9511,NO,1,2,1,0,3,0,1
GENE-9512,NO,1,0,0,0,0,0,0
GENE-9513,NO,1,0,0,0,0,0,0
GENE-9514,NO,1,0,1,0,0,0,0
GENE-9515,NO,1,0,0,0,0,0,0
GENE-9516,NO,1,0,0,0,0,0,0
GENE-9517,NO,1,0,0,0,0,0,0
GENE-9518,NO,1,2319,2324,2054,2127,2003,1893
GENE-9519,NO,1,111,138,120,134,137,113
GENE-9520,NO,1,370,341,391,367,393,277
GENE-9521,NO,1,181,43,30,121,143,54
GENE-9522,NO,1,0,0,0,0,0,0
GENE-9523,NO,1,0,0,0,0,0,0
GENE-9524,NO,1,0,0,0,0,0,0
GENE-9525,NO,1,0,0,0,0,0,0
GENE-9526,NO,1,0,0,0,0,0,0
GENE-9527,NO,1,0,0,0,0,0,0
GENE-9528,NO,1,0,0,0,0,0,0
GENE-9529,NO,1,0,0,0,0,0,0
GENE-9530,NO,1,0,0,0,0,0,0
GENE-9531,NO,1,49,41,39,41,37,37
GENE-9532,NO,1,141,122,75,99,88,130
GENE-9533,NO,1,0,0,0,0,0,0
GENE-9534,NO,1,16,10,12,11,18,9
GENE-9535,NO,1,0,0,0,0,1,0
GENE-9536,NO,1,0,0,0,0,0,0
GENE-9537,NO,1,0,0,0,0,0,0
GENE-9538,NO,1,0,0,0,0,0,0
GENE-9539,NO,1,0,0,0,0,0,0
GENE-9540,NO,1,0,0,0,0,0,0
GENE-9541,NO,1,0,0,0,0,0,0
GENE-9542,NO,1,163,159,93,140,118,199
GENE-9543,NO,1,1,0,5,3,3,0
GENE-9544,NO,1,0,0,0,0,0,0
GENE-9545,NO,1,0,0,0,0,0,0
GENE-9546,NO,1,113,16,0,0,48,13
GENE-9547,NO,1,0,0,0,0,0,0
GENE-9548,NO,1,0,0,0,0,0,0
GENE-9549,NO,1,280,245,242,209,240,218
GENE-9550,NO,1,49,32,41,43,33,33
GENE-9551,NO,1,1,1,3,2,2,0
GENE-9552,NO,1,900,832,796,738,878,757
GENE-9553,NO,1,0,0,0,0,0,0
GENE-9554,YES,1,0,0,0,0,0,0
GENE-9555,NO,1,0,0,0,0,0,0
GENE-9556,NO,1,0,0,0,0,0,0
GENE-9557,NO,1,55006,16936,11016,32870,5431,40239
GENE-9558,NO,1,0,0,0,0,0,0
GENE-9559,NO,1,0,0,0,0,0,0
GENE-9560,NO,1,0,1,1,0,0,1
GENE-9561,NO,1,0,0,0,0,0,0
GENE-9562,NO,1,0,0,0,0,0,0
GENE-9563,NO,1,0,0,0,0,0,0
GENE-9564,NO,1,15,15,12,18,4,8
GENE-9565,NO,1,0,0,0,0,0,0
GENE-9566,NO,1,0,0,0,0,0,0
GENE-9567,NO,1,0,0,0,0,0,0
GENE-9568,NO,1,8,15,12,12,12,13
GENE-9569,NO,1,0,0,0,0,0,0
GENE-9570,NO,1,32,36,31,31,25,29
GENE-9571,NO,1,90,134,30,96,107,151
GENE-9572,NO,1,0,0,0,0,0,0
GENE-9573,NO,1,64,48,60,56,60,37
GENE-9574,NO,1,0,0,0,0,0,0
GENE-9575,NO,1,0,0,0,0,0,0
GENE-9576,NO,1,25,20,24,26,29,30
GENE-9577,YES,1,0,0,0,0,0,0
GENE-9578,NO,1,0,0,0,0,0,0
GENE-9579,NO,1,0,0,0,0,0,0
GENE-9580,NO,1,1,0,0,0,0,0
GENE-9581,NO,1,1,0,1,0,0,0
GENE-9582,NO,1,0,0,0,0,0,0
GENE-9583,NO,1,0,0,0,0,0,0
GENE-9584,NO,1,0,0,0,0,0,0
GENE-9585,NO,1,0,0,0,0,0,0
GENE-9586,NO,1,0,0,0,0,0,0
GENE-9587,NO,1,0,0,0,0,0,0
GENE-9588,NO,1,0,0,0,0,0,0
GENE-9589,NO,1,1,0,0,0,0,0
GENE-9590,NO,1,182,148,122,135,167,151
GENE-9591,NO,1,0,0,0,0,0,0
GENE-9592,NO,1,0,0,0,0,0,0
GENE-9593,NO,1,0,0,0,0,0,0
GENE-9594,NO,1,0,0,0,0,0,0
GENE-9595,NO,1,1651,2362,3416,1955,2593,2500
GENE-9596,NO,1,35,33,24,32,34,27
GENE-9597,NO,1,0,0,0,0,0,0
GENE-9598,NO,1,0,0,0,0,0,0
GENE-9599,NO,1,1,1,1,1,0,0
GENE-9600,NO,1,0,0,0,0,0,0
GENE-9601,NO,1,0,0,0,0,0,0
GENE-9602,NO,1,0,0,0,0,0,0
GENE-9603,NO,1,0,0,0,0,0,0
GENE-9604,NO,1,0,0,0,0,0,0
GENE-9605,NO,1,0,0,0,0,0,0
GENE-9606,NO,1,0,0,0,0,0,0
GENE-9607,NO,1,0,0,0,0,0,0
GENE-9608,NO,1,6,13,11,6,9,7
GENE-9609,NO,1,0,0,0,0,0,0
GENE-9610,NO,1,0,0,0,0,0,0
GENE-9611,NO,1,0,1,0,0,0,0
GENE-9612,NO,1,304,373,379,168,374,215
GENE-9613,NO,1,1,0,0,0,1,1
GENE-9614,NO,1,51,35,43,51,44,56
GENE-9615,NO,1,0,0,0,0,0,0
GENE-9616,NO,1,0,0,0,0,0,0
GENE-9617,NO,1,0,0,0,0,0,0
GENE-9618,NO,1,9,18,8,9,4,18
GENE-9619,NO,1,0,0,0,0,0,0
GENE-9620,NO,1,2417,2134,1959,1698,1961,1281
GENE-9621,YES,1,0,0,0,0,0,0
GENE-9622,NO,1,0,0,0,0,0,0
GENE-9623,NO,1,0,0,0,0,0,0
GENE-9624,NO,1,179,152,238,212,182,159
GENE-9625,NO,1,0,0,0,0,0,0
GENE-9626,NO,1,0,0,0,0,0,0
GENE-9627,NO,1,9,10,5,5,5,2
GENE-9628,NO,1,0,0,0,0,0,0
GENE-9629,NO,1,0,0,0,0,0,0
GENE-9630,NO,1,186,309,369,477,329,576
GENE-9631,NO,1,0,0,0,0,0,0
GENE-9632,NO,1,13,7,10,11,9,20
GENE-9633,NO,1,279,258,267,241,310,285
GENE-9634,NO,1,19,19,18,10,7,9
GENE-9635,NO,1,0,0,0,0,0,0
GENE-9636,NO,1,1,1,3,1,2,4
GENE-9637,NO,1,0,0,0,0,0,0
GENE-9638,NO,1,0,0,0,0,0,0
GENE-9639,NO,1,0,0,0,0,0,0
GENE-9640,NO,1,329,301,146,184,228,185
GENE-9641,NO,1,0,0,0,0,0,0
GENE-9642,NO,1,0,0,0,0,0,0
GENE-9643,NO,1,6,3,1,4,7,4
GENE-9644,NO,1,10311,10990,9452,11013,10591,12165
GENE-9645,NO,1,0,0,0,0,0,0
GENE-9646,NO,1,0,0,0,0,0,0
GENE-9647,NO,1,0,0,0,0,0,0
GENE-9648,NO,1,0,0,0,0,0,0
GENE-9649,NO,1,162,170,219,152,167,160
GENE-9650,NO,1,0,0,0,0,0,0
GENE-9651,NO,1,235,220,246,173,195,189
GENE-9652,NO,1,0,0,0,0,0,0
GENE-9653,NO,1,32,45,32,37,13,42
GENE-9654,NO,1,0,0,0,0,0,0
GENE-9655,NO,1,0,0,0,0,0,0
GENE-9656,NO,1,0,0,0,0,0,0
GENE-9657,NO,1,171,112,86,122,172,143
GENE-9658,NO,1,0,0,0,0,0,0
GENE-9659,NO,1,0,0,0,0,0,0
GENE-9660,NO,1,0,0,0,0,0,0
GENE-9661,NO,1,569,925,240,491,853,461
GENE-9662,NO,1,0,0,0,0,0,0
GENE-9663,NO,1,0,0,0,0,0,0
GENE-9664,NO,1,0,0,0,0,0,0
GENE-9665,NO,1,0,0,0,0,0,0
GENE-9666,NO,1,207,189,184,183,203,152
GENE-9667,NO,1,0,0,0,0,0,0
GENE-9668,NO,1,0,0,0,0,0,0
GENE-9670,NO,1,0,0,0,0,0,0
GENE-9671,NO,1,29,44,33,21,37,25
GENE-9672,NO,1,2084,2386,2446,2375,2259,2472
GENE-9673,NO,1,0,0,0,0,0,0
GENE-9674,NO,1,0,0,0,0,0,0
GENE-9675,NO,1,15734,20943,21649,21403,17381,17473
GENE-9676,NO,1,0,0,0,0,0,0
GENE-9677,YES,1,0,0,0,0,0,0
GENE-9678,NO,1,0,0,0,0,0,0
GENE-9679,NO,1,0,0,0,0,0,0
GENE-9680,NO,1,0,0,0,0,0,0
GENE-9681,NO,1,392,558,387,284,363,392
GENE-9682,NO,1,0,0,0,0,0,0
GENE-9683,NO,1,0,0,0,0,0,0
GENE-9684,NO,1,0,0,0,0,0,0
GENE-9685,NO,1,0,0,0,0,0,0
GENE-9686,NO,1,0,0,0,0,0,0
GENE-9687,NO,1,0,0,0,0,0,0
GENE-9688,NO,1,385,361,347,340,411,470
GENE-9689,NO,1,0,0,0,0,0,0
GENE-9690,NO,1,0,0,0,1,0,0
GENE-9691,NO,1,12,9,15,11,12,12
GENE-9692,NO,1,429,399,220,517,330,277
GENE-9693,NO,1,0,0,0,0,0,0
GENE-9694,NO,1,0,0,0,0,0,0
GENE-9695,NO,1,100,98,104,99,97,91
GENE-9696,NO,1,0,0,0,0,0,0
GENE-9697,NO,1,0,0,0,0,0,0
GENE-9698,NO,1,0,0,0,0,0,0
GENE-9699,NO,1,0,0,0,0,0,0
GENE-9700,NO,1,0,0,0,0,0,0
GENE-9701,NO,1,0,0,0,0,0,0
GENE-9702,NO,1,0,0,0,0,0,0
GENE-9703,NO,1,0,0,0,0,0,0
GENE-9704,NO,1,0,0,0,0,0,0
GENE-9705,NO,1,968,826,791,882,905,950
GENE-9706,NO,1,0,0,0,0,0,0
GENE-9707,NO,1,981,1002,882,944,1085,937
GENE-9708,NO,1,286,238,268,233,320,289
GENE-9709,NO,1,0,0,0,0,0,0
GENE-9710,NO,1,0,0,0,0,0,0
GENE-9711,NO,1,0,0,0,0,0,0
GENE-9712,NO,1,0,0,0,0,0,0
GENE-9713,NO,1,0,0,0,0,0,0
GENE-9714,NO,1,35,31,24,36,28,27
GENE-9715,NO,1,6,4,20,7,10,1
GENE-9716,NO,1,0,0,0,0,0,0
GENE-9717,NO,1,28,30,31,22,38,15
GENE-9718,NO,1,0,0,0,0,0,0
GENE-9719,NO,1,0,0,0,0,0,0
GENE-9720,NO,1,3,10,4,6,1,5
GENE-9721,NO,1,0,0,0,0,0,0
GENE-9722,NO,1,5,11,6,5,5,2
GENE-9723,NO,1,123,151,117,134,111,119
GENE-9724,NO,1,0,0,0,0,0,0
GENE-9725,NO,1,0,0,0,0,0,0
GENE-9726,NO,1,0,0,0,0,0,0
GENE-9727,NO,1,1066,2324,2253,1664,2185,1128
GENE-9728,NO,1,0,0,0,0,0,0
GENE-9729,NO,1,0,0,0,0,0,0
GENE-9730,NO,1,0,0,0,0,0,0
GENE-9731,NO,1,0,0,0,0,0,0
GENE-9732,NO,1,1,4,3,3,7,6
GENE-9733,NO,1,0,0,0,0,0,0
GENE-9734,NO,1,0,3,1,1,2,2
GENE-9735,NO,1,0,0,0,0,0,0
GENE-9736,NO,1,0,0,0,0,0,0
GENE-9737,NO,1,53,47,58,43,44,43
GENE-9738,NO,1,0,0,0,0,0,0
GENE-9739,NO,1,0,0,0,0,0,0
GENE-9740,NO,1,0,0,0,0,0,0
GENE-9741,NO,1,0,0,0,0,0,0
GENE-9742,NO,1,0,0,0,0,0,0
GENE-9743,NO,1,0,0,0,1,1,0
GENE-9744,NO,1,0,0,0,0,0,0
GENE-9745,NO,1,0,0,0,0,0,0
GENE-9746,NO,1,0,0,0,0,1,3
GENE-9747,NO,1,0,0,0,0,0,0
GENE-9748,YES,1,0,0,0,0,0,0
GENE-9749,NO,1,0,0,0,0,0,0
GENE-9750,NO,1,0,0,0,0,0,0
GENE-9751,YES,1,0,0,0,0,0,0
GENE-9752,NO,1,2907,2251,2955,2992,3519,2586
GENE-9753,NO,1,67,47,48,62,53,67
GENE-9754,NO,1,0,0,0,0,0,0
GENE-9755,NO,1,2,2,1,4,2,1
GENE-9756,NO,1,0,0,0,0,0,0
GENE-9757,NO,1,36,26,31,21,25,26
GENE-9758,NO,1,0,0,0,0,0,0
GENE-9759,NO,1,5,9,5,2,8,13
GENE-9760,YES,1,0,0,0,0,0,0
GENE-9761,NO,1,0,0,0,0,0,0
GENE-9762,NO,1,0,0,0,0,0,0
GENE-9763,NO,1,0,0,0,0,0,0
GENE-9764,NO,1,257,293,320,275,241,221
GENE-9765,NO,1,222,143,133,170,153,158
GENE-9766,NO,1,0,0,0,0,0,0
GENE-9767,NO,1,0,0,0,0,0,0
GENE-9768,NO,1,6,12,3,8,3,3
GENE-9769,NO,1,12,10,10,12,14,12
GENE-9770,NO,1,2046,1400,1937,1505,916,1556
GENE-9771,NO,1,84,100,100,111,134,77
GENE-9772,NO,1,0,0,0,0,0,0
GENE-9773,NO,1,0,0,0,0,0,0
GENE-9774,NO,1,0,0,0,0,0,0
GENE-9775,NO,1,12,15,21,13,12,18
GENE-9776,NO,1,0,0,0,0,0,0
GENE-9777,NO,1,0,0,0,0,0,0
GENE-9778,NO,1,0,0,0,0,0,0
GENE-9779,NO,1,0,0,0,0,0,0
GENE-9780,NO,1,0,0,0,0,0,0
GENE-9781,NO,1,0,0,0,0,0,0
GENE-9782,NO,1,0,0,0,0,0,0
GENE-9783,NO,1,0,0,0,0,0,0
GENE-9784,NO,1,11586,7500,9242,10209,9865,12150
GENE-9785,NO,1,86,76,77,84,72,81
GENE-9786,NO,1,0,0,0,0,0,0
GENE-9787,NO,1,0,0,0,0,0,0
GENE-9788,NO,1,25,31,30,34,15,17
GENE-9789,NO,1,77,323,231,242,185,98
GENE-9790,NO,1,0,0,0,0,0,0
GENE-9791,NO,1,0,0,0,0,0,0
GENE-9792,NO,1,0,0,0,0,0,0
GENE-9793,NO,1,56,45,64,54,33,106
GENE-9794,NO,1,0,0,0,0,0,0
GENE-9795,NO,1,0,0,0,0,0,0
GENE-9796,NO,1,0,0,0,0,0,0
GENE-9797,NO,1,0,0,0,0,0,0
GENE-9798,NO,1,0,0,0,0,0,0
GENE-9799,YES,1,0,0,0,0,0,0
GENE-9800,NO,1,0,0,0,0,0,0
GENE-9801,NO,1,0,0,0,0,0,0
GENE-9802,NO,1,0,0,0,0,0,0
GENE-9803,NO,1,632,593,728,676,477,578
GENE-9804,NO,1,0,0,0,0,0,0
GENE-9805,NO,1,0,0,0,0,0,0
GENE-9806,NO,1,0,0,0,0,0,0
GENE-9807,NO,1,7,0,3,4,4,5
GENE-9808,NO,1,151,170,141,176,175,155
GENE-9809,NO,1,0,0,0,0,0,0
GENE-9810,NO,1,37,51,47,68,95,74
GENE-9811,NO,1,0,0,0,0,0,0
GENE-9812,NO,1,0,0,0,0,0,0
GENE-9813,NO,1,0,0,0,0,0,0
GENE-9814,NO,1,0,0,0,0,0,0
GENE-9815,NO,1,6,5,9,9,10,5
GENE-9816,NO,1,0,0,0,0,0,0
GENE-9817,NO,1,0,0,0,0,0,0
GENE-9818,NO,1,0,0,0,0,0,0
GENE-9819,NO,1,0,0,0,0,0,0
GENE-9820,NO,1,0,0,0,0,0,0
GENE-9821,NO,1,0,0,0,0,0,0
GENE-9822,NO,1,30,35,14,35,12,33
GENE-9823,NO,1,91,48,63,69,99,79
GENE-9824,NO,1,0,0,0,0,0,0
GENE-9825,NO,1,16,10,21,16,24,11
GENE-9826,NO,1,0,0,0,0,0,0
GENE-9827,NO,1,0,0,0,0,0,0
GENE-9828,NO,1,0,0,0,0,0,0
GENE-9829,NO,1,0,0,0,0,0,0
GENE-9830,NO,1,0,0,0,0,0,0
GENE-9831,NO,1,0,0,0,0,0,0
GENE-9832,NO,1,0,0,0,0,0,0
GENE-9833,NO,1,0,0,0,0,0,0
GENE-9834,NO,1,16,12,23,17,18,16
GENE-9835,NO,1,0,0,0,0,0,0
GENE-9836,NO,1,0,0,0,0,0,0
GENE-9837,NO,1,8,5,5,2,4,5
GENE-9838,NO,1,0,0,0,0,0,0
GENE-9839,NO,1,0,0,0,0,0,0
GENE-9840,NO,1,489,641,367,580,458,444
GENE-9841,NO,1,0,0,0,0,0,0
GENE-9842,NO,1,0,0,0,0,0,0
GENE-9843,NO,1,157,179,139,182,157,128
GENE-9844,NO,1,42,78,69,35,72,75
GENE-9845,NO,1,0,0,0,0,0,0
GENE-9846,NO,1,5,5,6,10,4,9
GENE-9847,NO,1,0,0,0,0,0,0
GENE-9848,NO,1,0,0,0,1,0,0
GENE-9849,NO,1,0,0,0,0,0,0
GENE-9850,NO,1,0,0,0,0,0,0
GENE-9851,NO,1,0,0,0,0,0,0
GENE-9852,NO,1,0,0,0,0,0,0
GENE-9853,NO,1,0,0,0,0,0,0
GENE-9854,NO,1,0,0,0,0,0,0
GENE-9855,NO,1,210,229,214,178,207,202
GENE-9856,NO,1,0,0,0,0,0,0
GENE-9857,NO,1,59,29,48,43,21,49
GENE-9858,NO,1,199,164,164,169,222,181
GENE-9859,NO,1,0,0,0,0,0,0
GENE-9860,NO,1,0,0,0,0,0,0
GENE-9861,NO,1,0,0,0,0,0,0
GENE-9862,NO,1,233,195,250,248,247,204
GENE-9863,NO,1,0,0,0,0,0,0
GENE-9864,NO,1,42,29,28,28,29,24
GENE-9865,NO,1,0,0,0,0,0,0
GENE-9866,NO,1,0,0,0,0,0,0
GENE-9867,NO,1,0,0,0,0,0,0
GENE-9868,NO,1,77,125,115,67,93,111
GENE-9869,NO,1,0,0,0,0,0,0
GENE-9870,NO,1,0,0,0,0,0,0
GENE-9871,NO,1,0,0,0,0,0,0
GENE-9872,NO,1,0,0,0,0,0,0
GENE-9873,YES,1,0,0,0,0,0,0
GENE-9874,NO,1,0,0,0,0,0,0
GENE-9875,NO,1,0,0,0,0,0,0
GENE-9876,NO,1,1126,1186,1070,1103,1235,1071
GENE-9877,NO,1,0,0,0,0,0,0
GENE-9878,NO,1,0,0,0,0,0,0
GENE-9879,NO,1,0,0,0,0,0,0
GENE-9880,NO,1,14,11,16,11,22,16
GENE-9881,NO,1,3363,3792,3606,3162,5036,1606
GENE-9882,NO,1,2104,2162,1570,1735,2075,1682
GENE-9883,NO,1,0,0,0,0,0,0
GENE-9884,NO,1,84,109,155,94,146,169
GENE-9885,NO,1,0,0,0,0,0,0
GENE-9887,NO,1,0,0,0,0,0,0
GENE-9888,NO,1,0,0,0,0,0,0
GENE-9889,NO,1,0,0,0,0,0,0
GENE-9890,NO,1,0,0,1,1,0,0
GENE-9891,NO,1,62,91,111,84,106,87
GENE-9892,NO,1,2,0,0,0,0,4
GENE-9893,NO,1,0,0,0,0,0,0
GENE-9894,NO,1,0,0,0,0,0,0
GENE-9895,NO,1,0,0,0,0,0,0
GENE-9896,NO,1,0,0,0,0,0,0
GENE-9897,NO,1,0,0,0,0,0,0
GENE-9898,NO,1,3540,3561,3800,3425,3566,3527
GENE-9899,YES,1,0,0,0,0,0,0
GENE-9900,NO,1,48,78,78,82,69,63
GENE-9901,NO,1,0,0,0,0,0,0
GENE-9902,NO,1,0,0,0,0,0,0
GENE-9903,NO,1,65,62,81,87,107,80
GENE-9904,NO,1,30,32,31,33,43,19
GENE-9905,NO,1,0,0,0,0,0,0
GENE-9906,NO,1,135,124,144,180,131,131
GENE-9907,NO,1,0,0,0,0,0,0
GENE-9908,NO,1,0,0,0,0,0,0
GENE-9909,NO,1,0,0,0,0,0,0
GENE-9910,NO,1,0,0,0,0,0,0
GENE-9911,NO,1,0,0,0,0,0,0
GENE-9912,NO,1,0,0,0,0,0,0
GENE-9913,NO,1,0,0,0,0,0,0
GENE-9914,NO,1,518,363,427,417,380,453
GENE-9915,NO,1,0,0,0,0,0,0
GENE-9916,NO,1,94,64,63,100,59,63
GENE-9917,NO,1,0,0,0,0,0,0
GENE-9918,NO,1,49,34,40,65,40,54
GENE-9919,NO,1,0,0,0,0,0,0
GENE-9920,NO,1,0,0,0,0,0,0
GENE-9921,NO,1,0,0,0,0,0,0
GENE-9922,YES,1,1,3,2,5,5,9
GENE-9923,NO,1,0,0,0,0,0,0
GENE-9924,NO,1,0,0,0,0,0,0
GENE-9925,NO,1,0,0,0,0,0,0
GENE-9926,NO,1,0,0,0,0,0,0
GENE-9927,NO,1,148,107,84,109,57,122
GENE-9929,NO,1,0,0,0,0,0,0
GENE-9930,NO,1,0,0,0,0,0,0
GENE-9931,NO,1,67,63,49,50,48,109
GENE-9932,NO,1,25,23,28,17,18,20
GENE-9933,NO,1,112,150,146,115,117,126
GENE-9934,NO,1,0,0,0,0,0,0
GENE-9935,NO,1,0,0,0,0,0,0
GENE-9936,NO,1,0,0,2,14,7,0
GENE-9937,NO,1,80,72,100,123,111,71
GENE-9938,NO,1,57,56,55,45,49,53
GENE-9939,NO,1,0,0,0,0,0,0
GENE-9940,NO,1,9,14,3,7,7,11
GENE-9941,NO,1,2119,96,391,523,558,362
GENE-9942,NO,1,0,0,0,0,0,0
GENE-9943,NO,1,0,0,0,0,0,0
GENE-9944,NO,1,0,0,0,0,0,0
GENE-9945,NO,1,1,1,1,0,1,0
GENE-9946,NO,1,31,18,17,20,23,21
GENE-9947,NO,1,0,0,0,0,0,0
GENE-9948,NO,1,1,0,0,1,1,0
GENE-9949,NO,1,0,0,0,0,0,0
GENE-9950,NO,1,0,0,0,0,0,0
GENE-9951,NO,1,166,226,227,190,213,188
GENE-9952,NO,1,0,0,0,0,0,0
GENE-9953,YES,1,0,0,0,0,0,0
GENE-9954,NO,1,67,79,82,43,33,57
GENE-9955,NO,1,0,0,0,0,0,0
GENE-9956,NO,1,14,5,29,14,33,23
GENE-9957,NO,1,55,60,106,79,109,105
GENE-9958,NO,1,0,0,0,0,0,0
GENE-9959,NO,1,4494,5636,5238,4477,5167,5202
GENE-9960,NO,1,5,1,3,2,3,2
GENE-9961,NO,1,0,0,0,0,0,0
GENE-9962,NO,1,4,16,10,10,6,10
GENE-9963,NO,1,0,0,0,0,0,0
GENE-9964,NO,1,0,0,0,0,0,0
GENE-9965,NO,1,357,430,420,410,368,501
GENE-9966,NO,1,0,0,0,0,0,0
GENE-9967,NO,1,0,0,0,0,0,0
GENE-9968,NO,1,0,0,0,0,0,0
GENE-9969,NO,1,0,0,0,0,0,0
GENE-9970,NO,1,0,0,0,0,0,0
GENE-9971,NO,1,0,0,0,0,0,0
GENE-9972,NO,1,0,0,0,0,0,0
GENE-9973,NO,1,206,306,147,49,1018,660
GENE-9974,NO,1,0,0,0,0,0,0
GENE-9975,NO,1,0,0,0,0,0,0
GENE-9976,NO,1,307,204,268,180,303,184
GENE-9977,NO,1,0,0,0,0,0,0
GENE-9978,NO,1,9,12,7,11,9,7
GENE-9979,NO,1,426,327,328,297,329,307
GENE-9980,NO,1,13,13,11,7,9,20
GENE-9981,NO,1,294,590,446,148,371,468
GENE-9982,NO,1,0,0,0,0,0,0
GENE-9983,NO,1,0,0,0,0,0,0
GENE-9984,NO,1,0,0,0,0,0,0
GENE-9985,NO,1,0,0,0,0,0,0
GENE-9986,NO,1,0,1,0,0,0,0
GENE-9987,NO,1,0,0,0,0,0,0
GENE-9988,NO,1,0,0,0,0,0,0
GENE-9989,NO,1,0,0,0,0,0,0
GENE-9990,NO,1,0,0,0,0,0,0
GENE-9991,NO,1,0,0,0,0,0,0
GENE-9992,NO,1,20,20,12,20,13,12
GENE-9993,NO,1,0,0,0,0,0,0
GENE-9994,NO,1,518,384,389,405,345,322
GENE-9995,NO,1,3195,3077,2345,2733,2600,2768
GENE-9996,NO,1,0,0,0,0,0,0
GENE-9997,NO,1,14,8,11,15,10,16
GENE-9998,NO,1,0,0,0,0,0,0
GENE-9999,NO,1,0,0,0,0,0,0
GENE-10000,NO,1,112,76,56,77,129,123
GENE-10001,NO,1,0,0,0,0,0,0
GENE-10002,NO,1,0,0,0,0,0,0
GENE-10003,YES,1,0,0,0,0,0,0
GENE-10004,NO,1,0,0,0,0,0,0
GENE-10005,YES,1,0,0,0,0,0,0
GENE-10006,NO,1,0,0,0,0,0,0
GENE-10007,NO,1,0,0,0,0,0,0
GENE-10008,NO,1,0,0,0,0,1,0
GENE-10009,NO,1,0,0,0,0,0,0
GENE-10010,NO,1,0,0,0,0,0,0
GENE-10011,NO,1,0,0,0,0,0,0
GENE-10012,NO,1,0,0,0,0,0,0
GENE-10013,NO,1,0,0,0,0,0,0
GENE-10015,NO,1,0,0,0,0,0,0
GENE-10016,NO,1,0,0,0,0,0,0
GENE-10017,NO,1,0,0,0,0,0,0
GENE-10018,NO,1,0,0,0,0,0,0
GENE-10019,NO,1,1421,1555,2072,1887,1841,1961
GENE-10020,NO,1,0,0,0,0,0,0
GENE-10021,NO,1,0,0,0,0,0,0
GENE-10022,NO,1,632,713,571,457,594,587
GENE-10023,NO,1,0,0,0,0,0,0
GENE-10024,NO,1,232,220,161,146,186,169
GENE-10025,NO,1,0,0,0,0,0,0
GENE-10026,NO,1,0,0,0,0,0,0
GENE-10027,NO,1,0,0,0,1,1,0
GENE-10028,NO,1,0,0,0,0,0,0
GENE-10029,YES,1,0,0,0,0,0,0
GENE-10030,NO,1,0,0,0,0,0,0
GENE-10031,NO,1,30,6,17,19,19,36
GENE-10032,NO,1,0,0,0,0,0,0
GENE-10033,NO,1,0,3,0,0,0,0
GENE-10034,YES,1,3,0,0,0,1,4
GENE-10035,NO,1,0,0,0,0,0,0
GENE-10036,NO,1,0,0,0,0,0,0
GENE-10037,NO,1,0,0,0,0,0,0
GENE-10038,NO,1,0,0,0,0,0,0
GENE-10039,NO,1,0,0,0,0,0,0
GENE-10040,NO,1,0,0,0,0,0,0
GENE-10041,NO,1,8,1,1,5,1,4
GENE-10042,NO,1,0,0,0,0,0,0
GENE-10043,NO,1,0,0,0,0,0,0
GENE-10044,NO,1,0,0,0,0,0,0
GENE-10045,NO,1,0,0,0,0,0,0
GENE-10046,YES,1,0,0,0,0,0,0
GENE-10047,NO,1,0,0,0,0,0,0
GENE-10048,NO,1,134,171,114,215,229,165
GENE-10049,NO,1,102,70,125,91,100,55
GENE-10050,NO,1,813,803,764,1441,1025,1156
GENE-10051,NO,1,0,0,0,0,0,0
GENE-10052,NO,1,0,0,0,0,0,0
GENE-10053,NO,1,235,270,284,266,333,286
GENE-10054,NO,1,0,0,0,0,0,0
GENE-10055,NO,1,0,0,0,0,0,0
GENE-10056,NO,1,0,0,0,0,0,0
GENE-10057,NO,1,119,109,104,156,70,102
GENE-10058,NO,1,0,0,0,0,0,0
GENE-10059,NO,1,0,0,0,0,0,0
GENE-10060,NO,1,0,0,0,0,0,0
GENE-10061,NO,1,0,0,0,0,0,0
GENE-10062,NO,1,0,0,0,0,0,0
GENE-10063,NO,1,5,35,9,3,9,27
GENE-10064,NO,1,1,0,0,0,0,0
GENE-10065,NO,1,0,0,0,0,0,0
GENE-10066,NO,1,0,0,0,0,0,0
GENE-10067,NO,1,4246,3677,3809,3838,3909,4021
GENE-10068,NO,1,0,0,0,0,0,0
GENE-10069,NO,1,450,475,407,416,394,447
GENE-10070,NO,1,0,0,0,0,0,0
GENE-10071,NO,1,0,0,0,0,0,0
GENE-10072,NO,1,0,0,0,0,0,0
GENE-10073,NO,1,0,0,0,0,0,0
GENE-10074,NO,1,0,0,0,0,0,0
GENE-10075,NO,1,0,0,0,0,0,0
GENE-10076,NO,1,0,0,0,0,0,0
GENE-10077,NO,1,52,36,29,40,38,21
GENE-10078,NO,1,0,0,0,0,0,0
GENE-10079,NO,1,0,3,2,3,3,3
GENE-10080,NO,1,56,52,64,52,76,50
GENE-10081,NO,1,0,0,0,0,0,0
GENE-10082,NO,1,0,0,0,0,0,0
GENE-10083,NO,1,4,6,1,4,8,12
GENE-10084,NO,1,0,0,0,0,0,0
GENE-10085,NO,1,0,0,0,0,0,0
GENE-10086,NO,1,0,0,0,0,0,0
GENE-10087,NO,1,0,0,0,0,0,0
